windfarm_name,latitude,longitude,windfarm_power
 Paderborn-Ost - Dahl-Neuenbeken (dismantled),51.72228,8.84369,71804.0
 Padingbüttel,53.72139,8.51267,10772.22
 Panorama-Park Sauerland,51.06444,8.17075,11990.0
 Papenrode,52.37869,10.94839,35652.67
 Parchim (Mecklenburg-Vorpommern),53.43958,11.88661,52407.5
 Parchim I,53.42692,11.89756,71105.0
 Parchim II,53.42692,11.89756,59153.33
 Parchim-Ost,53.42692,11.89756,76062.31
 Parey,52.379,12.01767,46607.5
 Parnewinkel,53.3955,9.20347,17780.0
 Parsifal,52.03958,7.55831,14060.0
 Parstein,52.93072,14.01519,10540.0
 Passow (Brandenburg),53.16931,14.07506,133065.0
 Passow (Mecklenburg-Vorpommern),53.50997,12.06,31978.0
 Pattensen,53.32453,10.10586,28951.67
 Pattensen (dismantled),53.32453,10.10586,28951.67
 Pattensen-Hiddestorf,52.27414,9.73028,44814.29
 Peckelsheim,51.59583,9.15542,17970.0
 Pegau,51.17539,12.23269,27410.0
 Peheim,52.88697,7.816,25530.0
 Peiting,47.78314,10.94875,14400.0
 Pellheim,48.28519,11.41908,72000.0
 Pellworm,54.51614,8.64472,7190.0
 Pensin,53.90886,13.12739,45100.0
 Penzlin,53.4985,13.05703,18610.0
 Perl,49.4565,6.49061,53455.71
 Perl Renglischberg,49.46206,6.79247,70840.0
 Perleberg,53.07,11.85997,42310.0
 Petersdorf,53.47744,13.5335,37330.0
 Petersdorf (Mecklenburg-Vorpommern),53.47683,13.53925,45204.0
 Petersdorf I,53.47411,13.53919,46340.0
 Petershagen (Niedersachsen),52.36308,9.03606,12000.0
 Petershagen (Nordrhein-Westfalen),52.37736,8.96486,20298.0
 Peterswald,52.95511,7.98922,14625.0
 Peterswald-Löffelscheid,50.02336,7.34153,13505.0
 Petjenburg,53.45508,7.12378,41170.0
 Petkum,53.34086,7.28258,14270.0
 Petkum-Münte,53.332,7.29392,12320.0
 Petkus,51.97894,13.32772,48020.0
 Pettendorfer Rangen,49.86986,11.51683,54320.0
 Pfaffengrün,50.57078,12.27833,70940.0
 Pfersdorf,50.42497,10.68231,6510.0
 Pflanzenberg,51.67469,14.27469,28520.0
 Pichts Hof,51.67211,8.85336,56425.0
 Piesberg,52.31758,8.02153,44586.67
 Pillenbruch,52.08483,8.83978,27067.0
 Pilsach,49.30642,11.53911,60030.0
 Pilsach-Neumarkt,49.3025,11.54269,48000.0
 Pilsum,53.48506,7.04125,14206.67
 Pinnow,53.07481,14.09722,73860.0
 Pinnow-Frauenhagen,53.38053,14.14756,27100.0
 Pirow,53.21883,11.89794,47576.0
 Pirow-Berge,53.21883,11.89794,41512.5
 Pitschen-Pickel,51.86417,13.57136,20025.0
 Plauerhagen (dismantled),53.50183,12.23733,65842.0
 Plauerhagen,53.50183,12.23733,65508.5
 Plütscheid,50.09431,6.43686,19003.33
 Pobzig,51.81431,11.87125,35698.0
 Podelzig,52.47103,14.52303,17100.0
 Podelzig-Lebus I,52.45508,14.52514,26800.0
 Polch,50.30047,7.26144,48454.0
 Poley,51.78094,11.84297,34155.0
 Poll,50.76839,6.67644,28968.0
 Pollenfeld,48.964,11.20461,53550.0
 Pollitz,52.95558,11.61814,52418.0
 Ponitz (Sachsen),50.84642,12.47133,35380.0
 Poppelvitz,54.34292,13.13781,6741.25
 Poppendorf,54.13472,12.30994,67062.5
 Porta Westfalica,52.21675,8.94203,56830.0
 Postdeich,51.79869,6.07081,2260.0
 Postlow,53.83825,13.56122,35352.86
 Power Tower I,50.80531,6.02364,24700.0
 Power Tower II,50.81408,6.02667,35960.0
 Prechtaler Schanze I,48.22111,8.17064,68103.33
 Premslin,53.13742,11.8145,34227.65
 Prenzlau,53.34669,13.87203,41801.67
 Presen,54.48378,11.2255,51338.67
 Presen (dismantled),54.48378,11.2255,51338.67
 Prestin,53.59236,11.80211,48620.0
 Prettin,51.68242,12.96275,47100.0
 Prettin 1,51.68172,12.95367,35404.0
 Prettin 3,51.68172,12.95367,41802.0
 Primstal,49.51436,6.96117,46765.0
 Prinzhöfte,52.93022,8.54772,47910.0
 Prittitz,51.13792,11.96528,48402.86
 Pritzwalk,53.14892,12.17503,56467.14
 Pritzwalk-Schönhagen,53.17419,12.12894,9590.0
 Privilegierte WKA,51.54625,8.43111,9130.0
 Proschim,51.53997,14.16997,33743.75
 Proßmarke,51.72644,13.49889,57985.0
 Prützke,52.33439,12.62978,34964.44
 Prützke II,52.33439,12.62978,30225.0
 Prösen,51.41817,13.50839,19385.71
 Prötzel,52.64342,14.02097,43095.0
 Prötzel III,52.64342,14.02097,43100.0
 Prövenholz,51.58917,8.49553,4800.0
 Pulheim,50.99883,6.79814,49190.0
 Puls,54.07139,9.53292,36720.0
 Purkshof,54.15858,12.22122,11360.0
 Purzien,51.7595,12.98206,18672.5
 Puschwitz,51.24189,14.29892,44218.0
 Putlitz,53.32636,12.03103,47398.39
 Pülfringen Nord,49.59331,9.52097,14250.0
 Pülfringen-Erfeld,49.5605,9.51556,30651.43
 Pülfringer Höhe,49.59331,9.52097,12273.33
 Püttenfleth,53.95303,8.96889,64200.0
 Pütthoh,51.09875,7.78622,15840.0
 Pützhöhe,49.97403,6.52269,53703.33
 Päpsen,52.70778,8.97389,42026.67
 Pödinghausen,52.11711,8.52036,24000.0
 Pöfersdorf,49.17833,11.78772,72000.0
 Pöhlde,51.60303,10.33647,11390.0
 Pölzig,50.9665,12.17333,71880.0
 Pömbsen,51.78631,9.06758,20205.0
 Quarnbek,54.3215,9.99292,76793.33
 Quarnstedt-Störkathen I,53.96992,9.76753,30813.64
 Quarnstedt-Störkathen II,53.96992,9.76753,44026.0
 Quarrendorf,53.29036,10.02678,45116.67
 Queidersbach,49.36589,7.61942,41280.0
 Queis,51.49125,12.14208,38525.71
 Quelkhorn,53.14806,9.09058,100750.0
 Quendorf-Drievorden,52.34956,7.21314,65793.33
 Quenstedt,51.71267,11.46403,39794.62
 Quenstedt-Arnstedt,51.68103,11.47628,30185.56
 Querfurt,51.38331,11.60097,12215.0
 Quiedersbach,49.37756,7.63183,27280.0
 Quitzow,53.09986,11.79381,4347.69
 Raa-Besenbek,53.74014,9.59861,49192.5
 Raa-Besenbek (dismantled),53.74014,9.59861,49192.5
 Rabenau,50.65308,8.92258,13545.0
 Rackwitz,51.45775,12.38072,18621.82
 Radegast,53.95806,11.84178,34656.67
 Radevormwald,51.20556,7.40036,36000.0
 Radolfshausen,51.55969,10.1115,20400.0
 Raesfeld,51.76644,6.87022,35935.0
 Raffelsbrand,50.68261,6.31389,54930.0
 Raguhn,51.72033,12.23906,40198.0
 Raitersaich,49.36856,10.85381,14280.0
 Rakow-Grimmen,54.07603,13.0475,56410.91
 Rambin-Rügen,54.35481,13.20486,11110.0
 Ramelsloh,53.35503,10.03794,36000.0
 Ramitzow,53.91228,13.66061,11893.33
 Ramsdorf (Sachsen),51.09889,12.35794,42163.33
 Ramsdorf (Thüringen),51.09953,12.35578,45600.0
 Randerath,51.01533,6.15322,57554.0
 Randowhöhe,53.2665,14.051,35685.38
 Rannungen,50.18206,10.20561,47996.67
 Rantrum,54.46006,9.15825,45353.16
 Rantrum (dismantled),54.46006,9.15825,45289.47
 Ranzenkopf,49.84106,7.02608,69450.0
 Rapshagen,53.24433,12.19872,47270.0
 Rastdorf,52.93733,7.7,9814.0
 Rastenberg,51.17356,11.34475,45631.67
 Rastenberg (dismantled),51.17356,11.34475,45631.67
 Rastenberg II (dismantled),51.17356,11.34475,47560.0
 Rastenberg II,51.17356,11.34475,47560.0
 Raststätte Dresdner Tor,51.06044,13.57431,23770.0
 Ratekau,53.94292,10.79772,38000.0
 Ratjendorf,54.35797,10.40331,39635.0
 Rauschenbach,50.90672,8.97003,20100.0
 Rauschenberg,50.8705,8.89389,71964.0
 Rauschwitz,50.98244,11.80228,42862.5
 Rauschwitz-Döllschütz,50.98244,11.80228,35855.0
 Ravelsberg (dismantled),50.54403,6.61264,12416.15
 Ravelsberg,50.54403,6.61264,12416.15
 Ravenstein-Erlenbach,49.39353,9.53583,39833.33
 Ravensteiner Höhe,49.39419,9.53608,55758.0
 Rebenstein,52.0435,9.51656,35710.0
 Recke,52.36569,7.69733,58180.0
 Reckfort,52.07781,7.517,7200.0
 Recklinghausen,51.62125,7.266,18366.67
 Redau,53.03139,7.96103,12000.0
 Redekin,52.47825,12.09986,41897.27
 Redekin-Wulkow,52.47531,12.10061,47253.33
 Redlin,53.34456,12.02225,72287.0
 Reekenmoor,53.11406,7.77658,44577.5
 Reekum,53.07497,8.80706,43102.5
 Rees,51.71367,6.46058,41660.0
 Rees Speldrop,51.77639,6.39256,71970.0
 Reeßum,53.14197,9.21894,49100.0
 Regenerative Energien,50.76881,6.91978,35960.0
 Regensburg,49.01647,12.10089,11920.0
 Regesbostel,53.37997,9.62817,14400.0
 Reher,54.05186,9.57086,47325.56
 Rehfeld,51.56389,13.17267,63201.25
 Rehfeld I,51.56389,13.17267,29625.0
 Rehfeld II,51.56389,13.17267,29440.0
 Rehhorst,53.89053,10.45972,32408.0
 Rehlingen,53.10564,10.22117,13020.0
 Reich,50.0135,7.43911,59550.0
 Reichenbach,51.146,14.77142,28034.29
 Reichenbach-Steegen,49.51914,7.53578,14992.0
 Reichshof,50.96667,7.7,14310.0
 Reichweiler,49.55161,7.28356,81600.0
 Reil,53.12269,7.97869,14352.5
 Reinberg,54.18894,13.27458,10747.5
 Reinerbeck,52.03339,9.18278,43680.0
 Reinsdorf (Sachsen),50.67806,12.57969,82690.0
 Reinsdorf-Wildenfels,50.67439,12.57294,35515.0
 Reinsfeld,49.68458,6.90147,31000.0
 Reinstedt,51.76103,11.38239,88361.11
 Reitenberg,51.04989,10.32708,29317.14
 Reitenberg (dismantled),51.04989,10.32708,29317.14
 Reken,51.82203,7.0775,38847.14
 Rekentin,54.11414,12.84367,33672.0
 Remlingen (Bayern),49.82989,9.69197,57600.0
 Remlingen (Niedersachsen),52.1085,10.70297,44472.22
 Remmers-Utters,53.59822,8.06697,46480.0
 Renglischberg,49.52483,6.45058,14840.0
 Renkenberge-Nord,52.91017,7.3595,87390.0
 Rennersdorf,51.07661,14.05156,15880.0
 Renquishausen,48.09167,8.88167,3720.0
 Renquishausen (dismantled),48.09167,8.88167,3720.0
 Repp,49.76242,10.10694,48190.0
 Repperndorf,49.75997,10.10997,40740.0
 Rerik,54.10494,11.61383,5900.0
 Ressen,52.04094,14.14131,10730.0
 Rethen,52.38239,10.50211,40946.67
 Rethwisch (Mecklenburg-Vorpommern),54.14908,11.932,10550.0
 Rethwisch (Schleswig-Holstein),53.78211,10.44353,54572.22
 Retzin,53.42197,14.25725,11580.0
 Retzstadt,49.89039,9.88519,51309.23
 Reuterbusch,51.51653,8.35586,11870.0
 Reutershof,53.68589,13.28825,22290.0
 Reuth (Rheinland-Pfalz),50.29303,6.50839,34923.33
 Reuth (Sachsen),50.43886,11.91531,47825.0
 Reuthwind,49.53906,10.80947,63996.67
 Reußen,51.49467,12.14214,37311.43
 Reußenköge (dismantled),54.67683,9.186,63863.82
 Reußenköge,54.67683,9.186,63863.82
 Rhede,53.09797,7.21036,43672.35
 Rhede (Nordrhein-Westfalen),51.87186,6.70283,35390.0
 Rheurdt,51.46208,6.43267,24000.0
 Richtenberg,54.20925,12.87744,8746.67
 Richtmoor,52.98556,7.98311,35990.0
 Rieda,52.92,9.25,47935.0
 Riedelberg,49.16978,7.46642,23467.5
 Rieden,50.40131,7.16042,53560.0
 Riegenroth,50.06894,7.58325,58134.0
 Riepsdorf,54.22356,10.94817,15201.11
 Riepsdorf (dismantled),54.22356,10.94817,15201.11
 Riepsterhammrich,53.36353,7.32539,73148.33
 Riesenberg,50.81408,10.06406,46503.33
 Riesweiler,49.13472,7.31003,5340.0
 Rietberg,51.8205,8.38208,24620.0
 Riethnordhausen (Sachsen-Anhalt),51.40117,11.25222,47970.0
 Riethnordhausen (Thüringen),51.39703,11.24925,35580.0
 Riffgat,53.69183,6.46956,86400.0
 Ringelheim,52.04914,10.30094,47972.5
 Ringleben,51.10547,10.95553,11990.0
 Ringstedt,53.56725,8.88683,31150.0
 Ristedt,52.93697,8.77417,3940.0
 Ristedt (dismantled),52.93697,8.77417,3940.0
 Rittersdorf,50.82275,11.24917,4790.0
 Rodautal,54.70386,9.17906,0.0
 Rodeberg,51.22519,10.28128,22305.71
 Rodenkircherwurp,53.39767,8.40322,43680.0
 Roes,50.24033,7.24103,18546.0
 Roge,53.81636,12.46094,42071.25
 Roggenberg,51.72322,7.72275,14400.0
 Roggenstede (dismantled),53.63589,7.48147,818170.0
 Roggenstede,53.63589,7.48147,818170.0
 Rohlsdorf,53.23597,12.27489,35625.0
 Rohlstorf,53.91694,11.55203,23150.0
 Rohrberg,51.23458,9.70792,71878.0
 Rohrenkopf,47.71394,7.93417,48990.0
 Rohrsen,52.71267,9.24717,36000.0
 Rohrsheim,51.99,10.84942,55125.0
 Rollwitz I,53.45486,13.96106,33534.29
 Rollwitz II,53.45486,13.96106,43990.0
 Rommersheim,50.21106,6.47819,31432.5
 Romrod-Zell,50.72292,9.20158,5200.0
 Rosenbeck,51.41328,8.68958,12000.0
 Rosendahl,52.07044,7.13131,14180.0
 Rosengarten,53.39661,9.89931,37324.0
 Rosenschloß,54.186,8.92697,15835.0
 Rositz,51.02667,12.39108,32083.33
 Rossau,51.01067,13.042,21357.14
 Rossau-Niederrossau,51.00272,13.03506,15555.0
 Rosskopf,48.01219,7.90369,30781.25
 Rossow,53.47408,14.12586,35868.0
 Rote Erde,53.00486,8.10886,73015.0
 Roteberg,50.88589,9.86197,0.0
 Roter Berg (Hessen),51.04911,9.8905,35802.5
 Roter Berg (Thüringen),51.43728,10.20083,49415.0
 Rotes Land,51.45556,8.91711,48000.0
 Rotes Land (dismantled),51.45556,8.91711,48000.0
 Roth-West,50.31011,6.36411,48247.5
 Rothaar,51.01911,8.12889,35900.0
 Rothenburg ob der Tauber,49.36611,10.11872,14400.0
 Rothenfurt,50.971,13.33478,47210.0
 Rothensee,52.20103,11.66786,68396.67
 Rothselberg,49.52622,7.59833,47000.0
 Rottberg,52.03331,8.90172,23750.0
 Rottelsdorf,51.58317,11.70989,35878.18
 Rottelsdorf SW,51.58317,11.70989,47915.0
 Roxel,51.96814,7.54364,57600.0
 Roßwein-Wettersdorf,51.08417,13.22042,21270.0
 Rugenort,54.01414,8.91361,27588.33
 Rugenort (dismantled),54.01414,8.91361,27588.33
 Ruhlkirchen-Fischbach,50.80236,9.20111,57600.0
 Ruhlsdorf II,52.35164,13.25172,96350.0
 Ruhner Berge,53.34075,11.92703,4390.0
 Rukieten,53.90067,12.13719,66076.0
 Rukieten-Mistorf,53.89056,12.13006,71280.0
 Ruppertshofen,49.19303,9.895,48000.0
 Rurich II,51.01822,6.28408,45560.0
 Rübenau,50.58586,13.3105,3023.33
 Rückenwind,51.69983,6.19872,54630.0
 Rühlerfeld,52.66097,7.18881,10890.0
 Rülfenrod,50.71,9.07,20212.0
 Rütenmoor,52.86972,7.14,51238.75
 Rüthen,51.51022,8.35411,13758.33
 Rüthnick,52.90281,13.00797,45932.5
 Rüting,53.78878,11.24297,20370.0
 Rüting (Mecklenburg-Vorpommern),53.79931,11.23722,47910.0
 Röderland-Saathain,51.44669,13.48319,45680.0
 Röderland-Saathain-Estawerda,51.44881,13.47478,18840.0
 Rödeser Berg,51.36375,9.19147,71987.5
 Röhrsdorf,51.29747,13.81006,15380.0
 Rölvede,51.28517,7.58067,23855.0
 Römerberg,49.29653,8.38,28885.0
 Röttgen,51.13333,7.31894,43600.0
 Saal,54.32394,12.48853,9750.0
 Saal (dismantled),54.32394,12.48853,9750.0
 Saalberg (dismantled),52.02022,9.14536,43801.67
 Saalberg,52.02022,9.14536,43801.67
 Sachsendingen,53.67297,8.58933,41736.0
 Saddriga,51.60194,13.87222,13355.0
 Sadisdorf,50.82867,13.63278,22526.67
 Sadisdorf (dismantled),50.82867,13.63278,22526.67
 Saerbeck,52.19883,7.66042,57418.0
 Saidenberg,50.74656,13.36042,47174.44
 Sailershäuser Wald,50.08636,10.43361,53199.0
 Sainerholz,50.52106,7.85786,6110.0
 Salchendorf,50.86408,8.15275,19433.33
 Salenwang,47.85517,10.52114,19420.0
 Salingen I,51.46489,7.39314,35875.0
 Salingen II,51.46489,7.39314,35960.0
 Sallgast,51.55644,13.83075,46010.0
 Salzbergen,52.34547,7.39967,35986.0
 Salzburg,50.67081,8.05378,6000.0
 Salzburger Kopf,50.67,8.051,11990.0
 Salzfurtkapelle,51.70219,12.21692,48075.0
 Salzgitter,52.14406,10.40031,99377.14
 Salzhemmendorf,52.07942,9.65469,48000.0
 Salzkotten Alte Schanze,51.69442,8.65728,67530.0
 Samswegen,52.25997,11.58997,23650.0
 Samtgemeinde Wathlingen,52.54753,10.15431,19200.0
 Sandbeiendorf,52.38186,11.72164,54040.0
 Sandbostel,53.41967,9.15597,56400.0
 Sande (Schleswig-Holstein),54.71897,8.96986,86310.0
 Sandhöhe,53.79308,8.58053,13360.0
 Sandkampsdeich,53.08569,8.66439,12000.0
 Sankt Arnold,52.21878,7.41889,49795.83
 Sankt Michaelisdonn (dismantled),53.99067,9.08392,56751.43
 Sankt Michaelisdonn,53.99067,9.08392,56751.43
 Sankt Wendel,49.47142,7.28956,19155.0
 Sannauer Helmer,53.12689,8.57472,73146.67
 Sarmersbach,50.25486,6.89756,45516.0
 Sassenberg,52.01703,8.02861,37763.33
 Saterland,53.03331,7.71667,11965.0
 Satow,53.98911,11.89156,11810.0
 Satow I,53.97044,11.88772,34635.0
 Satow-Niederhagen,53.98911,11.89156,54350.0
 Saubusch,51.03589,13.19831,36045.0
 Sauingen,52.18997,10.38439,29293.33
 Schacht Konrad,52.20919,10.39331,33633.33
 Schacht Konrad -Salzgitter,52.19622,10.38256,17080.0
 Schacht-Konrad,52.18161,10.38783,34167.14
 Schackensleben,52.19108,11.38942,38573.64
 Schackstedt,51.71997,11.56,47980.0
 Schafflund (dismantled),54.77936,9.13533,113078.57
 Schafflund,54.77936,9.13533,113078.57
 Schalkstetten,48.62728,9.92172,27620.0
 Schanzberg,50.95578,14.81014,8540.0
 Scharfenberg,51.41328,8.53131,18100.0
 Scharfenberg (dismantled),51.41328,8.53131,18100.0
 Scharfenberg-Rixen,51.41061,8.52581,55066.67
 Scharrel,53.06717,7.7505,56973.33
 Scharrel-Obligo,53.06717,7.7505,28726.0
 Scharringhausen,52.57942,8.7955,37430.0
 Schashagen,54.14353,10.89147,43400.0
 Schauenburg-Martinhagen,51.28544,9.26194,18780.0
 Schauenstein,50.29106,11.71756,57600.0
 Scheerhorn,52.56753,6.96267,41236.67
 Scheibe-Trattendorf,51.44856,14.36836,37608.75
 Scheid,50.35506,6.40097,35286.67
 Scheimeyrfler,51.60164,7.94475,11915.0
 Schelder Wald,50.73778,8.38456,36000.0
 Schenkenberg (Brandenburg),53.35083,13.89406,9716.67
 Schenkenberg (Sachsen),51.52194,12.33728,47170.0
 Schenkendöbern,51.95822,14.60694,31572.5
 Scherlebeck,51.62369,7.12242,11770.0
 Schermen,52.21458,11.82697,14155.0
 Schermen SüdOst II,52.21458,11.82697,47580.0
 Schieder-Schwalenberg,51.88833,9.15681,19200.0
 Schierholz (dismantled),52.69942,8.57994,41317.5
 Schierholz,52.69942,8.57994,41317.5
 Schiffweiler,49.38539,7.14806,59955.0
 Schillerslage,52.48169,9.97586,19906.67
 Schillersleben,52.48428,9.98622,21330.0
 Schillingstadt,49.46467,9.58078,18350.0
 Schinne,52.68114,11.70419,49173.87
 Schipkau-Süd,51.52161,13.86892,76108.0
 Schkortitz (dismantled),51.21811,12.79608,14940.0
 Schkortitz,51.21811,12.79608,14940.0
 Schkortleben,51.25481,11.98153,47862.5
 Schlagsülsdorf,53.47183,10.49194,12000.0
 Schlalach,52.16867,12.82889,57538.0
 Schlegel,50.97294,14.86325,24000.0
 Schleid,50.07036,6.48431,33750.0
 Schleiden,50.524,6.378,66467.5
 Schliekum,52.24383,9.78975,42221.25
 Schloßvippach,51.10558,11.18933,48438.33
 Schlüchtern,50.32989,9.24633,35523.33
 Schlüchtern-Elm,50.3485,9.52761,47788.0
 Schmarloh,52.61869,10.35969,32694.0
 Schmedshagen,54.35497,13.00356,10870.0
 Schmedshagen 2,54.35561,13.00239,14400.0
 Schmidt (dismantled),50.65647,6.386,54900.0
 Schmidt,50.65647,6.386,54900.0
 Schmiedehagen Wind,51.42756,8.92681,54730.0
 Schmieritz,50.71628,11.76064,3450.0
 Schmölln II,53.31292,14.07597,64250.0
 Schnaitsee,48.08881,12.43511,23910.0
 Schnaitsee-Garting,48.07978,12.36208,14340.0
 Schnatebüller Koog,54.765,8.93419,72000.0
 Schnellin,51.76719,12.72306,47075.0
 Schnellroda,51.30264,11.70797,15580.0
 Schnepfendorf,49.36611,10.11872,19440.0
 Schneverdingen,53.21103,9.69908,22376.0
 Schnorrenberg,50.42158,6.43297,8370.0
 Schobüll - Repowering,54.68147,9.27789,45777.5
 Scholen,52.74031,8.76728,41511.43
 Scholen-Haaßel,52.72483,8.77619,42960.0
 Scholz Wind,51.51881,8.43131,8720.0
 Schonach,48.129,8.19797,9755.0
 Schonach-Gitschbühl,48.13728,8.17617,30810.0
 Schopfloch,48.40411,8.55853,44830.0
 Schortens,53.52836,7.94728,13354.29
 Schortewitz,51.65986,12.04689,45371.43
 Schraudenbach,49.99542,10.01992,38254.0
 Schrepkow-Kletzke,52.98769,12.09819,19683.33
 Schrepkow-Kletzke (dismantled),52.98769,12.09819,19683.33
 Schuby,54.5295,9.41269,24350.0
 Schulenburg,52.19219,9.74275,47772.73
 Schulte,52.16433,7.52317,0.0
 Schulzendorf,52.67497,14.08172,12190.0
 Schwabhausen,50.87464,10.71542,28230.0
 Schwafoerden,52.72872,8.85261,0.0
 Schwaförden,52.72928,8.79172,72198.0
 Schwaförden II,52.73472,8.85608,41870.0
 Schwalmtal,51.22428,6.30644,15888.0
 Schwanebeck,51.99994,11.11194,19420.0
 Schwanfelder Höhe,49.93444,10.11797,55940.0
 Schwarbe,54.66336,13.33236,6503.33
 Schwarmer Bruch (dismantled),52.88972,8.98986,275910.0
 Schwarmer Bruch,52.88972,8.98986,275910.0
 Schwarzbruch-Nord,51.58161,6.20169,51770.0
 Schwarzenberg,50.89175,8.49194,57600.0
 Schwarzenborn,50.91553,9.41331,11965.0
 Schwarzer Berg,53.07658,12.21103,20015.0
 Schwarzer Berg (dismantled),53.07658,12.21103,20015.0
 Schwarzer Berg II,53.07658,12.21103,36010.0
 Schwarzer See,52.36211,7.97803,47980.0
 Schwarzerden,49.52556,7.30217,30775.0
 Schwedeneck,54.46322,10.14547,11930.0
 Schwegenheim,49.26694,8.35578,29646.67
 Schweindorf,53.60094,7.47511,37702.14
 Schwerborn-Möbisburg,50.90972,10.99425,32515.45
 Schwerin,53.62572,11.41689,11950.0
 Schweringhausen,52.75219,8.65417,44398.75
 Schwerz,51.56431,12.13536,46688.57
 Schwesing,54.49583,9.16611,23055.0
 Schweskau,52.91475,11.30211,48611.25
 Schwochel-Wulfsdorf,54.00372,10.64761,36322.86
 Schübu,51.50856,8.79019,55200.0
 Schülp Groth Hagge,54.24,8.92997,11962.0
 Schülp I Repowering,54.24,8.92997,54310.0
 Schülp Repowering,54.24,8.92997,54940.0
 Schülper Chaussee,54.22972,8.93208,54890.0
 Schünow Süd,52.21997,13.35997,6805.0
 Schütting,53.57914,8.33081,54932.5
 Schütting (dismantled),53.57914,8.33081,54932.5
 Schäcksdorf 1,51.92936,13.53394,39482.5
 Schäcksdorf 2,51.92936,13.53394,38990.0
 Schönberg,53.84125,10.96183,44555.0
 Schöndelt,51.19617,8.11139,19190.0
 Schönerlinde,52.66697,13.42344,34495.0
 Schönermak,53.25503,13.57867,35913.33
 Schönermark,53.32175,13.72803,16466.67
 Schönfeld,53.43025,14.04083,40817.06
 Schönfeld II,53.43025,14.04083,36735.0
 Schönhagen (Brandenburg),53.18094,12.11989,43880.0
 Schönhagen (Nordrhein-Westfalen),52.08956,9.15553,34795.0
 Schönhagen II,53.17672,12.11936,44960.0
 Schönhöfe,48.04983,8.07692,31645.0
 Schönkirch,49.79147,12.29897,3590.0
 Schöntal,49.32747,9.58089,23550.0
 Schönwalde SüdOst II,51.96458,13.78433,13220.0
 Schönwalde SüdOst III,51.96458,13.78433,44913.64
 Schöppingen,52.06511,7.20397,33950.0
 Schöppinger Berg,52.11028,7.25642,119026.67
 Schöppinger Berg (dismantled),52.11028,7.25642,119073.33
 Schöpstal,51.20858,14.95108,43270.0
 Schößbusch,49.54958,7.65497,76950.0
 Sebbeterode,50.95597,9.08539,47940.0
 SeedeichWind,53.51275,8.56483,10540.0
 Seedorf,53.35483,9.25481,43664.0
 Seefeld-Krummensee,52.61178,13.70511,26502.73
 Seelow,52.54233,14.35011,37250.0
 Seelze,52.387,9.50697,18610.0
 Seepark,53.91858,11.24139,2640.0
 Seewiesen,49.50942,10.09081,34863.33
 Seewind,51.83767,6.09456,2690.0
 Sefferweich,50.05953,6.53108,50150.0
 Sehestedt,54.37756,9.8115,72000.0
 Sehnde,52.31261,9.96708,47914.0
 Seibersbach-Dörrebach,49.96267,7.67147,40238.57
 Seifersbach,50.97861,13.02583,35335.0
 Seifersdorf,50.96981,13.25486,15700.0
 Seiwerath,50.14383,6.49228,13835.0
 Seiwerath (dismantled),50.14383,6.49228,13705.0
 Selben,51.50306,12.39353,19440.0
 Selfkant,51.02256,5.92544,31636.67
 Seligweiler,48.43678,10.0505,47880.0
 Sellanger,50.31844,11.78614,11960.0
 Sellberg-Utdrift,52.50456,7.72236,0.0
 Sellstedt,53.51158,8.74419,49125.0
 Selm,51.72383,7.46978,48885.0
 Selmsdorf-Sülsdorf,53.87528,10.89256,42220.0
 Selsingen,53.37489,9.18306,14400.0
 Selzen,49.85314,8.27331,17970.0
 Selzer Berg,49.87933,8.23211,13060.0
 Sembten,52.00236,14.66,26272.5
 Semlow,54.16969,12.66586,16976.67
 Semmenstedt,52.06083,10.42569,45056.67
 Sendenhorst,51.85131,7.77181,24173.91
 Sendenhorst Jönsthövel,51.80678,7.88208,36175.71
 Sengwarden,53.61494,8.05358,79410.0
 Settrup,52.47639,7.61547,100760.0
 Shell-Autohof,48.21908,7.77861,4290.0
 Shell-Hohe Schaar,53.5,9.84997,38340.0
 Sichau,52.51206,11.20508,42116.25
 Siedecamp,52.67358,8.94794,56400.0
 Sieden,52.6705,8.93956,43680.0
 Siedenbrünzow,53.90897,13.13839,18140.0
 Siegbach,50.73778,8.38456,59966.67
 Sieglitz,51.65283,11.85194,47250.0
 Siersdorf,50.89842,6.20725,54295.0
 Siersleben,51.61253,11.52258,44818.57
 Siersleben-Thondorf,51.61253,11.52258,36000.0
 Siestedt,52.33003,11.12842,47295.33
 Sietzsch,51.48811,12.14869,19406.67
 Sietzsch-Bageritz,51.48694,12.15158,46990.0
 Sievern,53.63008,8.62336,47720.0
 Sieverstedt,54.64442,9.43728,79170.0
 Silberstedt,54.52589,9.39933,26741.18
